receipt_id,text,label,makro_label,total_belanja
3227,ikat pinggang jeans slim fit topi baseball legging sport,Apparel,Lifestyle & Entertainment,1575500
3228,bodrex flu batuk vitamin c mg minyak kayu putih paracetamol mg,Health,Health & Personal Care,122000
3229,pisau dapur,Home Improvement,Housing & Utilities,47000
3230,gantungan baju set artificial plant pot tanaman sekrup set,Home Improvement,Housing & Utilities,200500
3231,pertamax,Gas & Fuel,Transportation,131000
3232,chicken popcorn french fries,Fast Food,Food & Beverage,73000
3233,silverqueen piattos sapi panggang indomie goreng aqua saus sambal abc beras ramos frisian flag uht,Groceries,Food & Beverage,452800
3234,ayam goreng crispy paket ayam nasi,Fast Food,Food & Beverage,57000
3235,artificial plant pot tanaman lampu led jam dinding,Home Improvement,Housing & Utilities,558500
3236,bio solar,Gas & Fuel,Transportation,231000
3237,piattos sapi panggang lifebuoy sabun batang yakult saus sambal abc,Groceries,Food & Beverage,66000
3238,mie sedaap soto aqua pepsodent ultra milk coklat silverqueen pop mie ayam chitato sapi panggang,Groceries,Food & Beverage,162000
3239,revvo,Gas & Fuel,Transportation,100000
3240,plastik sampah x kain pel stella pengharum,Household,Housing & Utilities,221600
3241,indomie ayam bawang roti tawar sari roti frisian flag uht,Groceries,Food & Beverage,112000
3242,good day cappuccino bimoli l teh pucuk walls cornetto gula pasir,Groceries,Food & Beverage,142500
3243,oppo a keyboard usb headset bluetooth,Electronics & Software,Lifestyle & Entertainment,3125000
3244,tiket bus transjakarta,Transportation,Transportation,6000
3245,herborist body butter body mist somethinc serum,Beauty,Health & Personal Care,393000
3246,shell super kopi kaleng,Gas & Fuel,Transportation,635500
3247,lap microfiber sikat wc tissue paseo s,Household,Housing & Utilities,96000
3248,ice cream cone nasi putih pudding chocolate french fries chicken popcorn cola medium paket ayam nasi,Fast Food,Food & Beverage,298200
3249,aqua silverqueen filma minyak l tissue nice s lifebuoy sabun batang tepung segitiga biru telur ayam frisian flag uht,Groceries,Food & Beverage,495000
3250,ice cream cone ayam goreng crispy rice bowl chicken,Fast Food,Food & Beverage,103000
3251,usb hub port,Electronics & Software,Lifestyle & Entertainment,133000
3252,chitato sapi panggang aqua ultra milk coklat filma minyak l mie sedaap soto walls cornetto silverqueen roti tawar sari roti fiesta nugget oreo vanilla tissue nice s yakult garam refina indomie goreng pop mie ayam,Groceries,Food & Beverage,387000
3253,cappuccino iced americano kopi susu gula aren chocolate ice,Coffee Shops,Food & Beverage,285700
3254,travel antarkota,Transportation,Transportation,262000
3255,sekrup set rak susun tingkat pot tanaman kabel roll stop,Home Improvement,Housing & Utilities,426100
3256,pb spicy chicken wings,Fast Food,Food & Beverage,29000
3257,nasi putih take away bag pudding chocolate,Fast Food,Food & Beverage,34000
3258,hand cream,Beauty,Health & Personal Care,21000
3259,beras ramos bimoli l le minerale piattos sapi panggang nu green tea lifebuoy sabun batang roma kelapa tepung segitiga biru,Groceries,Food & Beverage,287500
3260,betadine minyak kayu putih tolak angin box antangin cair,Health,Health & Personal Care,115000
3261,rak susun tingkat kabel roll stop pot tanaman food container set,Home Improvement,Housing & Utilities,577500
3262,lifebuoy sabun batang piattos sapi panggang indomie goreng pop mie ayam teh pucuk kopi kapal api mix garam refina fiesta nugget mie sedaap soto ultra milk coklat aqua tepung segitiga biru,Groceries,Food & Beverage,179600
3263,mie goreng jawa jeruk hangat es cendol,Restaurants,Food & Beverage,160000
3264,somethinc serum emina lip cream revlon lipstick maybelline fit me wardah lightening toner herborist body butter garnier micellar water pixy bedak two way cake,Beauty,Health & Personal Care,721500
3265,lifebuoy sabun batang tissue nice s,Groceries,Food & Beverage,45100
3266,pepsodent,Groceries,Food & Beverage,160000
3267,chicken popcorn burger cheese ice cream cone spicy chicken wings,Fast Food,Food & Beverage,485000
3268,paket ayam nasi spicy chicken wings paket hemat,Fast Food,Food & Beverage,253000
3269,indomie ayam bawang aqua pepsodent pop mie ayam,Groceries,Food & Beverage,69000
3270,oppo a,Electronics & Software,Lifestyle & Entertainment,2073000
3271,filma minyak l teh pucuk gula pasir pepsodent tissue nice s roti tawar sari roti le minerale tepung segitiga biru beras ramos,Groceries,Food & Beverage,552000
3272,es kopi pandan cappuccino iced americano brownies caffe latte,Coffee Shops,Food & Beverage,204000
3273,revvo,Gas & Fuel,Transportation,286000
3274,memory card,Electronics & Software,Lifestyle & Entertainment,152000
3275,chicken popcorn spaghetti chicken ayam goreng crispy paket ayam nasi french fries,Fast Food,Food & Beverage,240000
3276,shell super,Gas & Fuel,Transportation,145000
3277,usb hub port case hp mouse wireless,Electronics & Software,Lifestyle & Entertainment,293000
3278,pot tanaman,Home Improvement,Housing & Utilities,54000
3279,capcay seafood jeruk hangat air mineral es teh manis gurame bakar,Restaurants,Food & Beverage,148000
3280,french fries lemon tea,Fast Food,Food & Beverage,75000
3281,soto ayam pb air mineral,Restaurants,Food & Beverage,84000
3282,karbol wangi stella pengharum rinso deterjen sabun cuci tangan,Household,Housing & Utilities,139000
3283,bp,Gas & Fuel,Transportation,41500
3284,ayam bakar madu soto ayam kwetiau siram sapi mie goreng jawa nasi goreng spesial sop iga,Restaurants,Food & Beverage,249000
3285,sport bra baju anak,Apparel,Lifestyle & Entertainment,363000
3286,kaos basic cotton sport bra,Apparel,Lifestyle & Entertainment,344000
3287,mouse wireless lisensi software bln flashdisk headset bluetooth,Electronics & Software,Lifestyle & Entertainment,1088500
3288,oralit sachet antangin cair masker medis betadine hansaplast vitamin c mg minyak kayu putih enervon c botol,Health,Health & Personal Care,311100
3289,bp,Gas & Fuel,Transportation,507000
3290,bp,Gas & Fuel,Transportation,131000
3291,nasi putih chicken nugget cola medium spicy chicken wings chicken popcorn sambal extra,Fast Food,Food & Beverage,296000
3292,walls cornetto tepung segitiga biru saus sambal abc ultra milk coklat roti tawar sari roti pop mie ayam,Groceries,Food & Beverage,166100
3293,lap microfiber tissue paseo s molto pewangi plastik sampah x wipol stella pengharum rinso deterjen sos pembersih lantai sabun cuci tangan baygon aerosol,Household,Housing & Utilities,851000
3294,makarizo hair mask,Beauty,Health & Personal Care,96000
3295,ultra milk coklat kopi kapal api mix le minerale,Groceries,Food & Beverage,20000
3296,tissue nice s mie sedaap soto garam refina sunlight lime good day cappuccino,Groceries,Food & Beverage,73000
3297,mie goreng jawa service charge service charge bakso urat capcay seafood,Restaurants,Food & Beverage,401000
3298,minyak kayu putih komix jahe promag tablet,Health,Health & Personal Care,97000
3299,burger cheese ice cream cone lemon tea chicken nugget paket ayam nasi spicy chicken wings nasi putih paket burger combo,Fast Food,Food & Beverage,477500
3300,revvo,Gas & Fuel,Transportation,602000
3301,chicken popcorn lemon tea paket hemat chicken nugget spicy chicken wings pudding chocolate,Fast Food,Food & Beverage,232000
3302,komix jahe enervon c botol,Health,Health & Personal Care,116000
3303,le minerale,Groceries,Food & Beverage,3400
3304,bebek goreng gurame bakar,Restaurants,Food & Beverage,450000
3305,paket burger combo french fries paket ayam nasi burger cheese,Fast Food,Food & Beverage,573000
3306,bimoli l mie sedaap soto fiesta nugget teh pucuk kopi kapal api mix silverqueen pepsodent pop mie ayam filma minyak l telur ayam,Groceries,Food & Beverage,408000
3307,stella pengharum attack easy spon cuci piring super pell wipol,Household,Housing & Utilities,211100
3308,bebek goreng soto ayam es cendol gurame bakar bakso urat,Restaurants,Food & Beverage,822000
3309,matcha latte cheesecake slice banana bread iced americano croissant butter kopi susu gula aren cinnamon roll,Coffee Shops,Food & Beverage,903000
3310,lychee tea matcha latte,Coffee Shops,Food & Beverage,54000
3311,gurame bakar air mineral jeruk hangat,Restaurants,Food & Beverage,332000
3312,kecap bango tissue nice s mie sedaap soto roti tawar sari roti frisian flag uht telur ayam,Groceries,Food & Beverage,179000
3313,cinnamon roll croissant butter,Coffee Shops,Food & Beverage,126800
3314,matcha latte chocolate ice,Coffee Shops,Food & Beverage,134000
3315,saus sambal abc lifebuoy sabun batang piattos sapi panggang ultra milk coklat,Groceries,Food & Beverage,173000
3316,minyak kayu putih tolak angin box paracetamol mg termometer digital,Health,Health & Personal Care,175500
3317,mie ayam jamur nasi putih kwetiau siram sapi,Restaurants,Food & Beverage,177700
3318,banana bread extra shot lychee tea cinnamon roll pb cappuccino oat milk caffe latte,Coffee Shops,Food & Beverage,310000
3319,chicken nugget ayam goreng crispy,Fast Food,Food & Beverage,62000
3320,sosis so nice good day cappuccino telur ayam roti tawar sari roti sunlight lime,Groceries,Food & Beverage,173500
3321,kopi kapal api mix chitato sapi panggang piattos sapi panggang garam refina oreo vanilla,Groceries,Food & Beverage,103700
3322,cheesecake slice almond croissant matcha latte es kopi pandan,Coffee Shops,Food & Beverage,296000
3323,lap microfiber sunlight lime spon cuci piring sabun cuci tangan kain pel,Household,Housing & Utilities,488500
3324,paket burger combo,Fast Food,Food & Beverage,43000
3325,paket ayam nasi french fries,Fast Food,Food & Beverage,53000
3326,lifebuoy sabun batang walls cornetto teh pucuk indomie ayam bawang,Groceries,Food & Beverage,49000
3327,shell v power,Gas & Fuel,Transportation,32000
3328,mouse wireless redmi note,Electronics & Software,Lifestyle & Entertainment,2723500
3329,soto ayam nasi putih sate ayam tsk air mineral,Restaurants,Food & Beverage,72800
3330,herborist body butter hand cream somethinc serum,Beauty,Health & Personal Care,224000
3331,herborist body butter ellips hair vitamin pixy bedak two way cake,Beauty,Health & Personal Care,117000
3332,maybelline fit me scarlett body scrub makarizo hair mask,Beauty,Health & Personal Care,265000
3333,pixy bedak two way cake skintific moisturizer body mist vaseline body lotion,Beauty,Health & Personal Care,346400
3334,ayam goreng crispy chicken popcorn rice bowl chicken,Fast Food,Food & Beverage,225200
3335,mie sedaap soto indomie goreng saus sambal abc fiesta nugget piattos sapi panggang tissue nice s sosis so nice,Groceries,Food & Beverage,162000
3336,pop mie ayam indomie ayam bawang lifebuoy sabun batang fiesta nugget,Groceries,Food & Beverage,107500
3337,keran air sekrup set talenan jam dinding,Home Improvement,Housing & Utilities,306600
3338,mie ayam jamur dimsum ayam air mineral jeruk hangat,Restaurants,Food & Beverage,108300
3339,flashdisk speaker bluetooth redmi note,Electronics & Software,Lifestyle & Entertainment,6523000
3340,herborist body butter emina lip cream azarine sunscreen vaseline body lotion body mist,Beauty,Health & Personal Care,258000
3341,sandal casual,Apparel,Lifestyle & Entertainment,178000
3342,capcay seafood jeruk hangat sop iga es teh manis nasi putih,Restaurants,Food & Beverage,170000
3343,shell v power,Gas & Fuel,Transportation,560000
3344,burger cheese,Fast Food,Food & Beverage,110000
3345,sanmol tablet bodrex flu batuk enervon c botol promag tablet vitamin c mg betadine,Health,Health & Personal Care,288400
3346,topi baseball jaket hoodie kemeja oxford legging sport,Apparel,Lifestyle & Entertainment,1184000
3347,ellips hair vitamin revlon lipstick garnier micellar water hand cream wardah lightening toner,Beauty,Health & Personal Care,240000
3348,yakult beras ramos aqua,Groceries,Food & Beverage,105000
3349,sos pembersih lantai sabun cuci tangan lap microfiber,Household,Housing & Utilities,188000
3350,teh pucuk yakult sunlight lime roti tawar sari roti garam refina,Groceries,Food & Beverage,96600
3351,french fries ayam goreng crispy chicken nugget nasi putih pb,Fast Food,Food & Beverage,146000
3352,enervon c botol,Health,Health & Personal Care,39000
3353,minyak kayu putih obh combi,Health,Health & Personal Care,98000
3354,super pell,Household,Housing & Utilities,23000
3355,dress wanita kemeja oxford celana chino,Apparel,Lifestyle & Entertainment,845000
3356,aqua sosis so nice yakult bimoli l ultra milk coklat fiesta nugget garam refina kecap bango lifebuoy sabun batang piattos sapi panggang,Groceries,Food & Beverage,239300
3357,oat milk cinnamon roll banana bread pb,Coffee Shops,Food & Beverage,259700
3358,parkir mobil,Transportation,Transportation,24000
3359,tissue nice s tepung segitiga biru teh pucuk silverqueen mie sedaap soto sosis so nice roma kelapa pop mie ayam garam refina lifebuoy sabun batang telur ayam good day cappuccino,Groceries,Food & Beverage,246000
3360,shuttle bandung jkt,Transportation,Transportation,211000
3361,sosis so nice gula pasir aqua,Groceries,Food & Beverage,117000
3362,sunlight lime roma kelapa kecap bango oreo vanilla beras ramos tissue nice s tepung segitiga biru frisian flag uht bimoli l pop mie ayam,Groceries,Food & Beverage,432000
3363,croissant butter extra shot lychee tea matcha latte,Coffee Shops,Food & Beverage,132700
3364,bio solar kopi kaleng,Gas & Fuel,Transportation,191500
3365,walls cornetto,Groceries,Food & Beverage,24000
3366,good day cappuccino garam refina frisian flag uht sosis so nice indomie ayam bawang indomie goreng tepung segitiga biru bimoli l,Groceries,Food & Beverage,107700
3367,lifebuoy sabun batang good day cappuccino fiesta nugget ultra milk coklat teh pucuk,Groceries,Food & Beverage,94400
3368,chitato sapi panggang mie sedaap soto teh pucuk tepung segitiga biru lifebuoy sabun batang roti tawar sari roti,Groceries,Food & Beverage,163500
3369,polo shirt sport bra baju anak,Apparel,Lifestyle & Entertainment,465500
3370,anti gores hp powerbank oppo a charger fast case hp,Electronics & Software,Lifestyle & Entertainment,2860000
3371,scarlett body scrub,Beauty,Health & Personal Care,66000
3372,mie goreng jawa mie ayam jamur soto ayam service charge es teh manis capcay seafood,Restaurants,Food & Beverage,352000
3373,soto ayam jeruk hangat pb es teh manis bakso urat,Restaurants,Food & Beverage,178000
3374,revvo air mineral,Gas & Fuel,Transportation,215000
3375,cumi saus padang bakso urat,Restaurants,Food & Beverage,99000
3376,kabel roll stop artificial plant rak susun tingkat jam dinding food container set cat tembok talenan keran air sekrup set,Home Improvement,Housing & Utilities,1410500
3377,tiket kereta eksekutif,Transportation,Transportation,746000
3378,chicken nugget service charge cola medium,Fast Food,Food & Beverage,31000
3379,beras ramos indomie goreng filma minyak l silverqueen,Groceries,Food & Beverage,207000
3380,shell super kopi kaleng,Gas & Fuel,Transportation,673000
3381,tolak angin box oralit sachet antangin cair,Health,Health & Personal Care,56500
3382,tissue paseo s sikat wc wipol super pell kain pel karbol wangi sabun cuci tangan baygon aerosol attack easy sunlight lime spon cuci piring plastik sampah x,Household,Housing & Utilities,972100
3383,teh pucuk frisian flag uht,Groceries,Food & Beverage,27000
3384,bebek goreng service charge jeruk hangat air mineral capcay seafood nasi goreng spesial dimsum ayam sop iga kwetiau siram sapi,Restaurants,Food & Beverage,585600
3385,gula pasir oreo vanilla yakult piattos sapi panggang fiesta nugget,Groceries,Food & Beverage,137000
3386,kecap bango silverqueen good day cappuccino tepung segitiga biru,Groceries,Food & Beverage,150000
3387,paket burger combo french fries rice bowl chicken ice cream cone lemon tea,Fast Food,Food & Beverage,251000
3388,hansaplast paracetamol mg,Health,Health & Personal Care,21000
3389,french fries cola medium rice bowl chicken take away bag,Fast Food,Food & Beverage,158000
3390,storage box l pisau dapur gantungan baju set talenan sekrup set lampu led organizer drawer,Home Improvement,Housing & Utilities,483000
3391,skintific moisturizer,Beauty,Health & Personal Care,164000
3392,jeruk hangat kwetiau siram sapi capcay seafood mie goreng jawa dimsum ayam,Restaurants,Food & Beverage,261000
3393,sunlight lime spon cuci piring rinso deterjen baygon aerosol,Household,Housing & Utilities,176000
3394,soto ayam dimsum ayam,Restaurants,Food & Beverage,74000
3395,capcay seafood es teh manis,Restaurants,Food & Beverage,88000
3396,revlon lipstick,Beauty,Health & Personal Care,90000
3397,revvo parkir spbu,Gas & Fuel,Transportation,31800
3398,cappuccino extra shot banana bread kopi susu gula aren almond croissant matcha latte,Coffee Shops,Food & Beverage,352500
3399,paket ayam nasi spicy chicken wings paket burger combo,Fast Food,Food & Beverage,293200
3400,bebek goreng mie goreng jawa,Restaurants,Food & Beverage,138100
3401,nasi putih capcay seafood ayam bakar madu dimsum ayam,Restaurants,Food & Beverage,113700
3402,airport train,Transportation,Transportation,87000
3403,fiesta nugget pop mie ayam,Groceries,Food & Beverage,56000
3404,ice cream cone lemon tea,Fast Food,Food & Beverage,54000
3405,wipol super pell kain pel sos pembersih lantai sunlight lime sabun cuci tangan sikat wc molto pewangi lap microfiber spon cuci piring karbol wangi plastik sampah x,Household,Housing & Utilities,433500
3406,burger cheese spicy chicken wings paket ayam nasi french fries,Fast Food,Food & Beverage,171000
3407,mie ayam jamur sop iga bakso urat sate ayam tsk service charge es teh manis,Restaurants,Food & Beverage,822300
3408,skintific moisturizer herborist body butter,Beauty,Health & Personal Care,578000
3409,chicken nugget spicy chicken wings burger cheese lemon tea rice bowl chicken,Fast Food,Food & Beverage,402000
3410,oreo vanilla piattos sapi panggang indomie ayam bawang kecap bango mie sedaap soto tissue nice s garam refina,Groceries,Food & Beverage,109300
3411,almond croissant cinnamon roll oat milk,Coffee Shops,Food & Beverage,185000
3412,bebek goreng tax resto gurame bakar,Restaurants,Food & Beverage,177000
3413,silverqueen lifebuoy sabun batang frisian flag uht,Groceries,Food & Beverage,257000
3414,promag tablet,Health,Health & Personal Care,14000
3415,soto ayam es cendol bakso urat bebek goreng jeruk hangat mie goreng jawa nasi putih nasi goreng spesial,Restaurants,Food & Beverage,674500
3416,gurame bakar capcay seafood mie goreng jawa sate ayam tsk bakso urat,Restaurants,Food & Beverage,756000
3417,take away bag chicken nugget,Fast Food,Food & Beverage,66000
3418,stella pengharum rinso deterjen,Household,Housing & Utilities,118800
3419,kopi kapal api mix roti tawar sari roti aqua piattos sapi panggang telur ayam kecap bango gula pasir pepsodent,Groceries,Food & Beverage,193500
3420,tepung segitiga biru pepsodent oreo vanilla roti tawar sari roti mie sedaap soto,Groceries,Food & Beverage,109000
3421,hand cream emina lip cream,Beauty,Health & Personal Care,195000
3422,burger cheese cola medium pudding chocolate paket hemat paket burger combo,Fast Food,Food & Beverage,582000
3423,promag tablet,Health,Health & Personal Care,16000
3424,cola medium ayam goreng crispy rice bowl chicken,Fast Food,Food & Beverage,75800
3425,kopi kapal api mix garam refina walls cornetto le minerale sunlight lime fiesta nugget,Groceries,Food & Beverage,97000
3426,teh pucuk frisian flag uht chitato sapi panggang roti tawar sari roti nu green tea,Groceries,Food & Beverage,80000
3427,pertalite,Gas & Fuel,Transportation,440000
3428,paket hemat,Fast Food,Food & Beverage,29200
3429,jaket hoodie,Apparel,Lifestyle & Entertainment,300000
3430,piattos sapi panggang sunlight lime saus sambal abc indomie ayam bawang le minerale,Groceries,Food & Beverage,140000
3431,bebek goreng,Restaurants,Food & Beverage,37500
3432,pepsodent,Groceries,Food & Beverage,77000
3433,revvo,Gas & Fuel,Transportation,350000
3434,shell super parkir spbu,Gas & Fuel,Transportation,19000
3435,revvo,Gas & Fuel,Transportation,252000
3436,revvo,Gas & Fuel,Transportation,630000
3437,headset bluetooth,Electronics & Software,Lifestyle & Entertainment,598000
3438,spanish latte,Coffee Shops,Food & Beverage,33000
3439,parkir motor shuttle bandung jkt tiket kereta eksekutif,Transportation,Transportation,527000
3440,gula pasir tissue nice s good day cappuccino roti tawar sari roti mie sedaap soto beras ramos oreo vanilla nu green tea,Groceries,Food & Beverage,215900
3441,sosis so nice chitato sapi panggang garam refina silverqueen le minerale tissue nice s walls cornetto kecap bango mie sedaap soto,Groceries,Food & Beverage,475000
3442,vitamin c mg betadine hansaplast masker medis komix jahe antangin cair,Health,Health & Personal Care,112000
3443,roma kelapa sunlight lime lifebuoy sabun batang kecap bango tissue nice s telur ayam,Groceries,Food & Beverage,340000
3444,sosis so nice indomie goreng yakult aqua le minerale roma kelapa beras ramos frisian flag uht lifebuoy sabun batang gula pasir,Groceries,Food & Beverage,669600
3445,frisian flag uht teh pucuk oreo vanilla mie sedaap soto,Groceries,Food & Beverage,34500
3446,pertalite,Gas & Fuel,Transportation,280000
3447,pepsodent roma kelapa kecap bango gula pasir,Groceries,Food & Beverage,133000
3448,sambal extra french fries,Fast Food,Food & Beverage,23000
3449,ayam bakar madu jeruk hangat,Restaurants,Food & Beverage,176000
3450,memory card,Electronics & Software,Lifestyle & Entertainment,108000
3451,baygon aerosol sunlight lime,Household,Housing & Utilities,688000
3452,lifebuoy sabun batang sunlight lime walls cornetto bimoli l,Groceries,Food & Beverage,207000
3453,baju anak,Apparel,Lifestyle & Entertainment,134000
3454,plastik sampah x lap microfiber,Household,Housing & Utilities,52000
3455,bagasi tambahan tol jakarta cikampek,Transportation,Transportation,161000
3456,masker medis oralit sachet hansaplast,Health,Health & Personal Care,72000
3457,ice cream cone chicken popcorn rice bowl chicken burger cheese paket hemat take away bag pudding chocolate spaghetti chicken,Fast Food,Food & Beverage,224200
3458,kecap bango garam refina roti tawar sari roti yakult sosis so nice good day cappuccino teh pucuk filma minyak l silverqueen,Groceries,Food & Beverage,215500
3459,headset bluetooth kabel data type c,Electronics & Software,Lifestyle & Entertainment,325500
3460,kabel roll stop keran air jam dinding artificial plant,Home Improvement,Housing & Utilities,427500
3461,revvo,Gas & Fuel,Transportation,90000
3462,kopi susu gula aren cappuccino cinnamon roll matcha latte extra shot banana bread cheesecake slice lychee tea,Coffee Shops,Food & Beverage,372000
3463,skintific moisturizer wardah lightening toner,Beauty,Health & Personal Care,159500
3464,cat tembok food container set bantal sofa gantungan baju set,Home Improvement,Housing & Utilities,713500
3465,plastik sampah x spon cuci piring tissue paseo s baygon aerosol molto pewangi,Household,Housing & Utilities,284000
3466,ice cream cone french fries spicy chicken wings nasi putih,Fast Food,Food & Beverage,264600
3467,bodrex flu batuk antangin cair panadol biru strip tolak angin box minyak kayu putih paracetamol mg hansaplast oralit sachet,Health,Health & Personal Care,253000
3468,sop iga pb es teh manis kwetiau siram sapi service charge soto ayam,Restaurants,Food & Beverage,601500
3469,maybelline fit me makarizo hair mask garnier micellar water,Beauty,Health & Personal Care,210000
3470,roma kelapa sunlight lime chitato sapi panggang nu green tea,Groceries,Food & Beverage,54000
3471,enervon c botol minyak kayu putih betadine masker medis,Health,Health & Personal Care,173000
3472,somethinc serum garnier micellar water vaseline body lotion ponds face wash scarlett body scrub emina lip cream revlon lipstick ellips hair vitamin pixy bedak two way cake body mist,Beauty,Health & Personal Care,707500
3473,mie goreng jawa es cendol ayam bakar madu jeruk hangat,Restaurants,Food & Beverage,209000
3474,chitato sapi panggang kopi kapal api mix sosis so nice silverqueen roma kelapa,Groceries,Food & Beverage,148000
3475,dexlite,Gas & Fuel,Transportation,568000
3476,extra shot banana bread cappuccino kopi susu gula aren cheesecake slice almond croissant spanish latte,Coffee Shops,Food & Beverage,235500
3477,french fries paket ayam nasi burger cheese,Fast Food,Food & Beverage,84000
3478,pertamax,Gas & Fuel,Transportation,324000
3479,paracetamol mg antangin cair sanmol tablet tolak angin box panadol biru strip,Health,Health & Personal Care,93700
3480,oreo vanilla tepung segitiga biru tissue nice s silverqueen yakult sosis so nice bimoli l,Groceries,Food & Beverage,179000
3481,sop iga cumi saus padang gurame bakar kwetiau siram sapi,Restaurants,Food & Beverage,670000
3482,parkir mobil bagasi tambahan tiket krl airport train tiket mrt jakarta,Transportation,Transportation,521200
3483,sate ayam tsk,Restaurants,Food & Beverage,42700
3484,es kopi pandan cinnamon roll chocolate ice oat milk lychee tea,Coffee Shops,Food & Beverage,245300
3485,ellips hair vitamin garnier micellar water hand cream somethinc serum maybelline fit me,Beauty,Health & Personal Care,722500
3486,karbol wangi plastik sampah x tissue paseo s sunlight lime super pell sikat wc stella pengharum molto pewangi spon cuci piring sos pembersih lantai,Household,Housing & Utilities,562700
3487,herborist body butter emina lip cream body mist ponds face wash pixy bedak two way cake,Beauty,Health & Personal Care,470600
3488,banana bread kopi susu gula aren pb croissant butter,Coffee Shops,Food & Beverage,210000
3489,samsung a flashdisk,Electronics & Software,Lifestyle & Entertainment,2200400
3490,jeruk hangat kwetiau siram sapi service charge,Restaurants,Food & Beverage,105000
3491,soto ayam gurame bakar es cendol,Restaurants,Food & Beverage,514500
3492,piattos sapi panggang,Groceries,Food & Beverage,90000
3493,nasi putih jeruk hangat es teh manis mie goreng jawa capcay seafood,Restaurants,Food & Beverage,101000
3494,spanish latte banana bread lychee tea oat milk,Coffee Shops,Food & Beverage,256000
3495,pixy bedak two way cake revlon lipstick skintific moisturizer wardah lightening toner,Beauty,Health & Personal Care,336000
3496,kwetiau siram sapi bebek goreng sop iga,Restaurants,Food & Beverage,761000
3497,bantal sofa artificial plant sekrup set talenan rak susun tingkat gantungan baju set obeng set jam dinding,Home Improvement,Housing & Utilities,856000
3498,pop mie ayam le minerale,Groceries,Food & Beverage,22600
3499,enervon c botol promag tablet minyak kayu putih termometer digital,Health,Health & Personal Care,185000
3500,scarlett body scrub,Beauty,Health & Personal Care,80000
3501,gantungan baju set pisau dapur jam dinding artificial plant pot tanaman,Home Improvement,Housing & Utilities,636000
3502,bimoli l le minerale lifebuoy sabun batang roma kelapa yakult,Groceries,Food & Beverage,138000
3503,bio solar,Gas & Fuel,Transportation,301000
3504,sekrup set organizer drawer gantungan baju set pisau dapur pot tanaman,Home Improvement,Housing & Utilities,334000
3505,yakult ultra milk coklat tissue nice s,Groceries,Food & Beverage,96000
3506,bp,Gas & Fuel,Transportation,351000
3507,organizer drawer artificial plant,Home Improvement,Housing & Utilities,181000
3508,pudding chocolate,Fast Food,Food & Beverage,11000
3509,aqua ultra milk coklat walls cornetto kecap bango lifebuoy sabun batang frisian flag uht sosis so nice oreo vanilla,Groceries,Food & Beverage,221000
3510,take away bag,Fast Food,Food & Beverage,8000
3511,sanmol tablet masker medis,Health,Health & Personal Care,43000
3512,termometer digital oralit sachet enervon c botol,Health,Health & Personal Care,105000
3513,sop iga jeruk hangat bakso urat es cendol,Restaurants,Food & Beverage,274000
3514,pertalite,Gas & Fuel,Transportation,440000
3515,good day cappuccino pepsodent kecap bango yakult mie sedaap soto,Groceries,Food & Beverage,308800
3516,bantal sofa cat tembok sekrup set pisau dapur lampu led organizer drawer rak susun tingkat kabel roll stop jam dinding,Home Improvement,Housing & Utilities,1112100
3517,chicken nugget paket burger combo burger cheese cola medium nasi putih,Fast Food,Food & Beverage,130000
3518,indomie goreng yakult aqua ultra milk coklat telur ayam chitato sapi panggang,Groceries,Food & Beverage,118000
3519,wardah lightening toner emina lip cream herborist body butter,Beauty,Health & Personal Care,118000
3520,mouse wireless,Electronics & Software,Lifestyle & Entertainment,182000
3521,pepsodent indomie ayam bawang fiesta nugget sunlight lime walls cornetto,Groceries,Food & Beverage,120000
3522,azarine sunscreen vaseline body lotion scarlett body scrub body mist,Beauty,Health & Personal Care,214000
3523,bebek goreng capcay seafood soto ayam nasi goreng spesial dimsum ayam,Restaurants,Food & Beverage,404000
3524,paket burger combo paket ayam nasi rice bowl chicken,Fast Food,Food & Beverage,190000
3525,telur ayam indomie ayam bawang tissue nice s walls cornetto kopi kapal api mix,Groceries,Food & Beverage,155000
3526,sikat wc,Household,Housing & Utilities,23000
3527,revvo parkir spbu,Gas & Fuel,Transportation,242000
3528,sosis so nice walls cornetto,Groceries,Food & Beverage,25000
3529,filma minyak l nu green tea sosis so nice oreo vanilla good day cappuccino teh pucuk mie sedaap soto telur ayam,Groceries,Food & Beverage,135800
3530,promag tablet betadine,Health,Health & Personal Care,40000
3531,good day cappuccino tepung segitiga biru sunlight lime,Groceries,Food & Beverage,35000
3532,chicken popcorn nasi putih lemon tea ice cream cone paket ayam nasi ayam goreng crispy burger cheese rice bowl chicken,Fast Food,Food & Beverage,315000
3533,aqua sunlight lime mie sedaap soto,Groceries,Food & Beverage,53000
3534,cheesecake slice lychee tea banana bread brownies es kopi pandan cinnamon roll extra shot,Coffee Shops,Food & Beverage,658500
3535,parkir motor bagasi tambahan tiket kereta ekonomi tiket bus transjakarta,Transportation,Transportation,626000
3536,mie sedaap soto kecap bango,Groceries,Food & Beverage,202000
3537,es cendol cumi saus padang es teh manis,Restaurants,Food & Beverage,132000
3538,lychee tea cheesecake slice banana bread matcha latte brownies iced americano,Coffee Shops,Food & Beverage,275000
3539,parkir mobil shuttle bandung jkt tol dalam kota,Transportation,Transportation,168000
3540,nasi putih es cendol,Restaurants,Food & Beverage,61000
3541,airport train,Transportation,Transportation,69000
