Date,Category,Transaction Type,Amount_IDR,Macro_Category
2017-08-22,Family,Expense,1027410.9336609335,Others
2017-08-22,Household,Expense,61644.65601965601,Housing & Utilities
2017-08-21,Household,Expense,57535.01228501228,Housing & Utilities
2017-08-21,Beauty,Expense,10274.109336609336,Health & Personal Care
2017-08-21,Food,Expense,6780.912162162162,Food & Beverage
2017-08-21,Beauty,Expense,16438.574938574937,Health & Personal Care
2017-08-21,Education,Expense,5548.019041769041,Lifestyle & Entertainment
2017-08-20,Food,Expense,34110.042997542994,Food & Beverage
2017-08-20,Food,Expense,103563.0221130221,Food & Beverage
2017-08-20,Transportation,Expense,12328.931203931203,Transportation
2017-08-20,Transportation,Expense,74179.0694103194,Transportation
2017-08-20,Transportation,Expense,5137.054668304668,Transportation
2017-08-20,Transportation,Expense,6164.465601965601,Transportation
2017-08-20,Apparel,Expense,9863.144963144961,Lifestyle & Entertainment
2017-08-20,Other,Expense,49110.24262899262,Others
2017-08-20,Household,Expense,116919.36425061424,Housing & Utilities
2017-08-19,Household,Expense,12328.931203931203,Housing & Utilities
2017-08-19,Household,Expense,4109.643734643734,Housing & Utilities
2017-08-19,Household,Expense,9246.698402948401,Housing & Utilities
2017-08-19,subscription,Expense,44589.634520884516,Lifestyle & Entertainment
2017-08-18,Family,Expense,20548.21867321867,Others
2017-08-17,maid,Expense,209591.83046683043,Housing & Utilities
2017-08-17,Household,Expense,18082.43243243243,Housing & Utilities
2017-08-17,Food,Expense,9246.698402948401,Food & Beverage
2017-08-15,Household,Expense,287675.0614250614,Housing & Utilities
2017-08-15,Food,Expense,20342.736486486483,Food & Beverage
2017-08-14,Household,Expense,65754.29975429975,Housing & Utilities
2017-08-14,Household,Expense,23014.004914004912,Housing & Utilities
2017-08-12,Festivals,Expense,164385.74938574937,Lifestyle & Entertainment
2017-08-12,Transportation,Expense,342127.8409090909,Transportation
2017-08-11,Gift,Expense,102741.09336609335,Lifestyle & Entertainment
2017-08-11,Transportation,Expense,96576.62776412776,Transportation
2017-08-11,Transportation,Expense,20548.21867321867,Transportation
2017-08-11,Transportation,Expense,67809.12162162161,Transportation
2017-08-11,Transportation,Expense,12328.931203931203,Transportation
2017-08-10,Household,Expense,15616.64619164619,Housing & Utilities
2017-08-10,Food,Expense,13561.824324324323,Food & Beverage
2017-08-10,Gpay Reward,Income,616.4465601965601,Income & Rewards
2017-08-09,Gpay Reward,Income,1232.8931203931202,Income & Rewards
2017-08-09,Household,Expense,44795.116707616704,Housing & Utilities
2017-08-09,Health,Expense,25685.273341523338,Health & Personal Care
2017-08-08,Tourism,Expense,8835734.029484028,Lifestyle & Entertainment
2017-08-08,Food,Expense,13561.824324324323,Food & Beverage
2017-08-07,Gpay Reward,Income,1232.8931203931202,Income & Rewards
2017-08-07,Family,Expense,1027410.9336609335,Others
2017-08-07,Food,Expense,6780.912162162162,Food & Beverage
2017-08-06,Gpay Reward,Income,1232.8931203931202,Income & Rewards
2017-08-06,Health,Expense,4520.608108108107,Health & Personal Care
2017-08-06,subscription,Expense,34931.97174447174,Lifestyle & Entertainment
2017-08-06,Household,Expense,62055.620393120385,Housing & Utilities
2017-08-06,Food,Expense,1027.4109336609336,Food & Beverage
2017-08-06,Food,Expense,5137.054668304668,Food & Beverage
2017-08-05,Gift,Expense,186783.30773955773,Lifestyle & Entertainment
2017-08-05,Gift,Expense,235277.10380835377,Lifestyle & Entertainment
2017-08-05,Apparel,Expense,203221.88267813265,Lifestyle & Entertainment
2017-08-05,Health,Expense,5548.019041769041,Health & Personal Care
2017-08-05,Family,Expense,20548.21867321867,Others
2017-08-05,Health,Expense,1271934.7358722356,Health & Personal Care
2017-08-04,Gpay Reward,Income,2260.3040540540537,Income & Rewards
2017-08-04,subscription,Expense,616241.0780098279,Lifestyle & Entertainment
2017-08-04,Food,Expense,13972.788697788696,Food & Beverage
2017-08-03,subscription,Expense,34931.97174447174,Lifestyle & Entertainment
2017-08-02,subscription,Expense,554801.9041769041,Lifestyle & Entertainment
2017-08-02,Food,Expense,2876.750614250614,Food & Beverage
2017-08-02,Food,Expense,13561.824324324323,Food & Beverage
2017-08-01,Apparel,Expense,81987.3925061425,Lifestyle & Entertainment
2017-08-01,Health,Expense,2054.821867321867,Health & Personal Care
2017-07-31,Food,Expense,20548.21867321867,Food & Beverage
2017-07-31,Transportation,Expense,13356.342137592135,Transportation
2017-07-31,Food,Expense,4520.608108108107,Food & Beverage
2017-07-30,Gpay Reward,Income,1232.8931203931202,Income & Rewards
2017-07-30,Food,Expense,4109.643734643734,Food & Beverage
2017-07-30,Transportation,Expense,183906.5571253071,Transportation
2017-07-30,Household,Expense,205482.1867321867,Housing & Utilities
2017-07-30,Household,Expense,616446.5601965601,Housing & Utilities
2017-07-30,Food,Expense,20548.21867321867,Food & Beverage
2017-07-30,Transportation,Expense,4109.643734643734,Transportation
2017-07-30,Salary,Income,12653182.094594592,Income & Rewards
2017-07-29,Food,Expense,13150.85995085995,Food & Beverage
2017-07-29,Health,Expense,114248.0958230958,Health & Personal Care
2017-07-29,Transportation,Expense,19931.77211302211,Transportation
2017-07-28,Transportation,Expense,6164.465601965601,Transportation
2017-07-28,Health,Expense,34315.52518427518,Health & Personal Care
2017-07-28,Health,Expense,626720.6695331695,Health & Personal Care
2017-07-28,Transportation,Expense,4109.643734643734,Transportation
2017-07-27,Food,Expense,44178.67014742014,Food & Beverage
2017-07-27,Food,Expense,41712.8839066339,Food & Beverage
2017-07-27,Household,Expense,41096.43734643734,Housing & Utilities
2017-07-27,Maturity amount,Income,8286274.662162161,Income & Rewards
2017-07-26,Tax refund,Income,3976080.3132678126,Income & Rewards
2017-07-25,Tourism,Expense,4109643.734643734,Lifestyle & Entertainment
2017-07-24,Food,Expense,50959.5823095823,Food & Beverage
2017-07-24,Food,Expense,4520.608108108107,Food & Beverage
2017-07-24,Food,Expense,13150.85995085995,Food & Beverage
2017-07-23,Household,Expense,41096.43734643734,Housing & Utilities
2017-07-23,Household,Expense,424320.71560196555,Housing & Utilities
2017-07-23,Food,Expense,10685.073710073708,Food & Beverage
2017-07-22,Food,Expense,13150.85995085995,Food & Beverage
2017-07-21,Other,Expense,205482.1867321867,Others
2017-07-21,Food,Expense,6780.912162162162,Food & Beverage
2017-07-20,Food,Expense,18082.43243243243,Food & Beverage
2017-07-20,Food,Expense,10274.109336609336,Food & Beverage
2017-07-20,subscription,Expense,522952.16523341514,Lifestyle & Entertainment
2017-07-20,Food,Expense,6575.429975429975,Food & Beverage
2017-07-19,Food,Expense,4520.608108108107,Food & Beverage
2017-07-19,Food,Expense,6575.429975429975,Food & Beverage
2017-07-18,Food,Expense,4109.643734643734,Food & Beverage
2017-07-18,Food,Expense,14383.75307125307,Food & Beverage
2017-07-18,Food,Expense,8835.734029484029,Food & Beverage
2017-07-18,Food,Expense,7191.876535626535,Food & Beverage
2017-07-18,Household,Expense,49315.72481572481,Housing & Utilities
2017-07-18,Household,Expense,110960.38083538083,Housing & Utilities
2017-07-18,Other,Income,5137.054668304668,Others
2017-07-18,Food,Expense,11301.520270270268,Food & Beverage
2017-07-17,Transportation,Expense,6164.465601965601,Transportation
2017-07-17,Apparel,Expense,12945.377764127763,Lifestyle & Entertainment
2017-07-17,Food,Expense,12328.931203931203,Food & Beverage
2017-07-17,Food,Expense,110960.38083538083,Food & Beverage
2017-07-17,Transportation,Expense,8219.287469287468,Transportation
2017-07-15,Food,Expense,5137.054668304668,Food & Beverage
2017-07-15,Food,Expense,6575.429975429975,Food & Beverage
2017-07-14,Food,Expense,3082.2328009828007,Food & Beverage
2017-07-12,Gpay Reward,Income,1232.8931203931202,Income & Rewards
2017-07-12,Gift,Expense,102741.09336609335,Lifestyle & Entertainment
2017-07-12,Food,Expense,13150.85995085995,Food & Beverage
2017-07-11,Food,Expense,3082.2328009828007,Food & Beverage
2017-07-11,Education,Expense,2054.821867321867,Lifestyle & Entertainment
2017-07-11,Family,Expense,1027410.9336609335,Others
2017-07-11,Other,Income,4109643.734643734,Others
2017-07-11,Family,Expense,308223.28009828005,Others
2017-07-10,Food,Expense,10274.109336609336,Food & Beverage
2017-07-09,Household,Expense,600624.4318181818,Housing & Utilities
2017-07-09,Food,Expense,4109.643734643734,Food & Beverage
2017-07-09,Transportation,Expense,2465.7862407862403,Transportation
2017-07-09,Transportation,Expense,16438.574938574937,Transportation
2017-07-09,Transportation,Expense,6164.465601965601,Transportation
2017-07-08,Food,Expense,6164.465601965601,Food & Beverage
2017-07-08,Food,Expense,5342.536855036854,Food & Beverage
2017-07-08,Food,Expense,13150.85995085995,Food & Beverage
2017-07-05,Food,Expense,23630.451474201473,Food & Beverage
2017-07-05,Food,Expense,20548.21867321867,Food & Beverage
2017-07-05,Food,Expense,36986.793611793604,Food & Beverage
2017-07-05,Food,Expense,9246.698402948401,Food & Beverage
2017-07-04,Food,Expense,5137.054668304668,Food & Beverage
2017-07-04,subscription,Expense,554801.9041769041,Lifestyle & Entertainment
2017-07-04,Transportation,Expense,12328.931203931203,Transportation
2017-07-04,Food,Expense,7191.876535626535,Food & Beverage
2017-07-04,Food,Expense,13150.85995085995,Food & Beverage
2017-07-03,Other,Expense,1027.4109336609336,Others
2017-07-03,subscription,Expense,34931.97174447174,Lifestyle & Entertainment
2017-07-02,Food,Expense,28767.50614250614,Food & Beverage
2017-07-01,Transportation,Expense,351580.02149877144,Transportation
2017-06-30,Gift,Expense,986314.4963144962,Lifestyle & Entertainment
2017-06-30,Interest,Income,178769.50245700244,Income & Rewards
2017-06-30,Salary,Income,11703648.909705158,Income & Rewards
2017-06-29,Beauty,Expense,12328.931203931203,Health & Personal Care
2017-06-29,Transportation,Expense,10274.109336609336,Transportation
2017-06-28,Transportation,Expense,6164.465601965601,Transportation
2017-06-28,Food,Expense,38322.42782555282,Food & Beverage
2017-06-28,Food,Expense,3082.2328009828007,Food & Beverage
2017-06-28,Family,Expense,308223.28009828005,Others
2017-06-28,maid,Expense,410964.3734643734,Housing & Utilities
2017-06-27,Health,Expense,2465.7862407862403,Health & Personal Care
2017-06-26,Food,Expense,4931.572481572481,Food & Beverage
2017-06-26,Food,Expense,4109.643734643734,Food & Beverage
2017-06-26,Food,Expense,13150.85995085995,Food & Beverage
2017-06-25,Transportation,Expense,2054.821867321867,Transportation
2017-06-24,Food,Expense,13150.85995085995,Food & Beverage
2017-06-23,Food,Expense,7191.876535626535,Food & Beverage
2017-06-23,Other,Expense,121234.49017199015,Others
2017-06-22,Food,Expense,13150.85995085995,Food & Beverage
2017-06-22,Gift,Expense,327744.0878378378,Lifestyle & Entertainment
2017-06-22,Food,Expense,53630.85073710073,Food & Beverage
2017-06-22,Transportation,Expense,4109.643734643734,Transportation
2017-06-22,Transportation,Expense,6164.465601965601,Transportation
2017-06-20,Gift,Expense,51370.546683046676,Lifestyle & Entertainment
2017-06-19,Food,Expense,12328.931203931203,Food & Beverage
2017-06-19,Food,Expense,28972.988329238324,Food & Beverage
2017-06-19,Food,Expense,16438.574938574937,Food & Beverage
2017-06-19,Food,Expense,3698.6793611793605,Food & Beverage
2017-06-19,Food,Expense,13150.85995085995,Food & Beverage
2017-06-18,Transportation,Expense,2465.7862407862403,Transportation
2017-06-18,Transportation,Expense,3082.2328009828007,Transportation
2017-06-17,Food,Expense,13150.85995085995,Food & Beverage
2017-06-16,Gift,Expense,28151.05958230958,Lifestyle & Entertainment
2017-06-16,Food,Expense,13150.85995085995,Food & Beverage
2017-06-15,Other,Expense,10274.109336609336,Others
2017-06-15,Education,Expense,5958.983415233414,Lifestyle & Entertainment
2017-06-13,Food,Expense,13150.85995085995,Food & Beverage
2017-06-11,Beauty,Expense,20548.21867321867,Health & Personal Care
2017-06-11,Food,Expense,13150.85995085995,Food & Beverage
2017-06-10,Health,Expense,79316.12407862407,Health & Personal Care
2017-06-10,Transportation,Expense,102946.57555282554,Transportation
2017-06-10,subscription,Expense,34931.97174447174,Lifestyle & Entertainment
2017-06-08,Transportation,Expense,6164.465601965601,Transportation
2017-06-08,Culture,Expense,156166.4619164619,Lifestyle & Entertainment
2017-06-08,Food,Expense,7191.876535626535,Food & Beverage
2017-06-08,Food,Expense,13150.85995085995,Food & Beverage
2017-06-07,Household,Expense,5342.536855036854,Housing & Utilities
2017-06-06,Education,Expense,616.4465601965601,Lifestyle & Entertainment
2017-06-06,Food,Expense,8219.287469287468,Food & Beverage
2017-06-06,Food,Expense,13150.85995085995,Food & Beverage
2017-06-05,Food,Expense,36986.793611793604,Food & Beverage
2017-06-05,Food,Expense,4109.643734643734,Food & Beverage
2017-06-05,Health,Expense,3698.6793611793605,Health & Personal Care
2017-06-05,Health,Expense,39041.61547911548,Health & Personal Care
2017-06-05,Family,Expense,513705.46683046676,Others
2017-06-04,Food,Expense,5137.054668304668,Food & Beverage
2017-06-04,Food,Expense,13150.85995085995,Food & Beverage
2017-06-03,Food,Expense,4109.643734643734,Food & Beverage
2017-06-03,Household,Expense,54863.74385749385,Housing & Utilities
2017-06-03,Food,Expense,49921.897266584754,Food & Beverage
2017-06-03,subscription,Expense,554822.4523955773,Lifestyle & Entertainment
2017-06-02,Food,Expense,4109.643734643734,Food & Beverage
2017-06-02,Food,Expense,28972.988329238324,Food & Beverage
2017-06-01,Food,Expense,4931.572481572481,Food & Beverage
2017-06-01,Food,Expense,13356.342137592135,Food & Beverage
2017-06-01,maid,Expense,205482.1867321867,Housing & Utilities
2017-05-31,Apparel,Expense,134590.8323095823,Lifestyle & Entertainment
2017-05-31,Salary,Income,11706320.178132677,Income & Rewards
2017-05-30,Food,Expense,5137.054668304668,Food & Beverage
2017-05-30,Transportation,Expense,6164.465601965601,Transportation
2017-05-30,Food,Expense,8219.287469287468,Food & Beverage
2017-05-30,Food,Expense,24657.862407862405,Food & Beverage
2017-05-30,Household,Expense,56507.601351351346,Housing & Utilities
2017-05-30,Food,Expense,6986.394348894348,Food & Beverage
2017-05-30,Transportation,Expense,16438.574938574937,Transportation
2017-05-29,Food,Expense,7191.876535626535,Food & Beverage
2017-05-29,Education,Expense,6164.465601965601,Lifestyle & Entertainment
2017-05-29,Food,Expense,13150.85995085995,Food & Beverage
2017-05-28,Household,Expense,204660.25798525795,Housing & Utilities
2017-05-28,Food,Expense,4931.572481572481,Food & Beverage
2017-05-28,Food,Expense,9246.698402948401,Food & Beverage
2017-05-28,Food,Expense,28767.50614250614,Food & Beverage
2017-05-28,Food,Expense,6164.465601965601,Food & Beverage
2017-05-28,Food,Expense,12328.931203931203,Food & Beverage
2017-05-28,Food,Expense,14383.75307125307,Food & Beverage
2017-05-27,Food,Expense,13150.85995085995,Food & Beverage
2017-05-27,Education,Expense,4109.643734643734,Lifestyle & Entertainment
2017-05-27,Food,Expense,4109.643734643734,Food & Beverage
2017-05-25,Food,Expense,6164.465601965601,Food & Beverage
2017-05-25,Transportation,Expense,3082.2328009828007,Transportation
2017-05-24,subscription,Expense,53630.85073710073,Lifestyle & Entertainment
2017-05-24,Food,Expense,3082.2328009828007,Food & Beverage
2017-05-24,Transportation,Expense,6164.465601965601,Transportation
2017-05-24,Food,Expense,13150.85995085995,Food & Beverage
2017-05-23,Food,Expense,5137.054668304668,Food & Beverage
2017-05-23,Household,Expense,9452.180589680589,Housing & Utilities
2017-05-23,Education,Expense,15411.164004914002,Lifestyle & Entertainment
2017-05-22,Food,Expense,18082.43243243243,Food & Beverage
2017-05-22,Household,Expense,10274.109336609336,Housing & Utilities
2017-05-22,Food,Expense,8219.287469287468,Food & Beverage
2017-05-22,Food,Expense,3082.2328009828007,Food & Beverage
2017-05-21,Transportation,Expense,6164.465601965601,Transportation
2017-05-21,Food,Expense,4931.572481572481,Food & Beverage
2017-05-21,Transportation,Expense,4109.643734643734,Transportation
2017-05-21,subscription,Expense,53630.85073710073,Lifestyle & Entertainment
2017-05-18,Food,Expense,45000.59889434889,Food & Beverage
2017-05-18,Food,Expense,2054.821867321867,Food & Beverage
2017-05-18,Food,Expense,12328.931203931203,Food & Beverage
2017-05-18,Food,Expense,9246.698402948401,Food & Beverage
2017-05-18,Food,Expense,5137.054668304668,Food & Beverage
2017-05-18,Beauty,Expense,10274.109336609336,Health & Personal Care
2017-05-18,Food,Expense,13150.85995085995,Food & Beverage
2017-05-17,Food,Expense,1027.4109336609336,Food & Beverage
2017-05-17,Food,Expense,20342.736486486483,Food & Beverage
2017-05-17,Food,Expense,43151.25921375921,Food & Beverage
2017-05-17,Food,Expense,2054.821867321867,Food & Beverage
2017-05-16,Food,Expense,2054.821867321867,Food & Beverage
2017-05-16,Beauty,Expense,50754.10012285012,Health & Personal Care
2017-05-16,Food,Expense,48082.83169533169,Food & Beverage
2017-05-16,Food,Expense,1027.4109336609336,Food & Beverage
2017-05-15,subscription,Expense,78083.23095823095,Lifestyle & Entertainment
2017-05-15,Food,Expense,20548.21867321867,Food & Beverage
2017-05-15,Food,Expense,7191.876535626535,Food & Beverage
2017-05-14,Household,Expense,10274.109336609336,Housing & Utilities
2017-05-14,Food,Expense,49726.68918918918,Food & Beverage
2017-05-13,Food,Expense,49726.68918918918,Food & Beverage
2017-05-13,Food,Expense,2054.821867321867,Food & Beverage
2017-05-13,Food,Expense,4109.643734643734,Food & Beverage
2017-05-13,Food,Expense,1027.4109336609336,Food & Beverage
2017-05-13,Food,Expense,7191.876535626535,Food & Beverage
2017-05-12,Food,Expense,2054.821867321867,Food & Beverage
2017-05-12,Food,Expense,4109.643734643734,Food & Beverage
2017-05-12,Family,Expense,1027410.9336609335,Others
2017-05-11,Food,Expense,47877.3495085995,Food & Beverage
2017-05-11,subscription,Expense,47260.902948402945,Lifestyle & Entertainment
2017-05-11,Food,Expense,2054.821867321867,Food & Beverage
2017-05-11,Beauty,Expense,65343.33538083537,Health & Personal Care
2017-05-10,Education,Expense,20548.21867321867,Lifestyle & Entertainment
2017-05-10,Education,Expense,2465.7862407862403,Lifestyle & Entertainment
2017-05-10,Education,Expense,4931.572481572481,Lifestyle & Entertainment
2017-05-10,Food,Expense,4109.643734643734,Food & Beverage
2017-05-10,Food,Expense,25685.273341523338,Food & Beverage
2017-05-10,Food,Expense,9246.698402948401,Food & Beverage
2017-05-10,Food,Expense,6986.394348894348,Food & Beverage
2017-05-09,Food,Expense,8219.287469287468,Food & Beverage
2017-05-09,Food,Expense,2054.821867321867,Food & Beverage
2017-05-09,Food,Expense,4109.643734643734,Food & Beverage
2017-05-09,Food,Expense,9246.698402948401,Food & Beverage
2017-05-08,Food,Expense,39247.09766584766,Food & Beverage
2017-05-08,Food,Expense,7191.876535626535,Food & Beverage
2017-05-07,Food,Expense,6164.465601965601,Food & Beverage
2017-05-07,Food,Expense,20137.2542997543,Food & Beverage
2017-05-07,subscription,Expense,60822.727272727265,Lifestyle & Entertainment
2017-05-07,Food,Expense,9246.698402948401,Food & Beverage
2017-05-06,Food,Expense,5137.054668304668,Food & Beverage
2017-05-06,Food,Expense,4109.643734643734,Food & Beverage
2017-05-06,Food,Expense,2054.821867321867,Food & Beverage
2017-05-06,Food,Expense,67809.12162162161,Food & Beverage
2017-05-05,Food,Expense,9246.698402948401,Food & Beverage
2017-05-05,Food,Expense,4109.643734643734,Food & Beverage
2017-05-05,Food,Expense,6780.912162162162,Food & Beverage
2017-05-04,subscription,Expense,60822.727272727265,Lifestyle & Entertainment
2017-05-03,Transportation,Expense,3082.2328009828007,Transportation
2017-05-03,Transportation,Expense,12328.931203931203,Transportation
2017-05-03,Transportation,Expense,6164.465601965601,Transportation
2017-05-03,Transportation,Expense,2054.821867321867,Transportation
2017-05-03,Household,Expense,1813380.2979115476,Housing & Utilities
2017-05-03,Gift,Expense,372128.2401719901,Lifestyle & Entertainment
2017-05-03,Transportation,Expense,226030.40540540538,Transportation
2017-05-03,subscription,Expense,554822.4523955773,Lifestyle & Entertainment
2017-05-02,Health,Expense,8219.287469287468,Health & Personal Care
2017-05-02,Apparel,Expense,497472.374078624,Lifestyle & Entertainment
2017-05-02,Food,Expense,4109.643734643734,Food & Beverage
2017-05-02,Food,Expense,13150.85995085995,Food & Beverage
2017-05-01,maid,Expense,205482.1867321867,Housing & Utilities
2017-05-01,Food,Expense,65959.78194103194,Food & Beverage
2017-05-01,Transportation,Expense,6164.465601965601,Transportation
2017-05-01,Transportation,Expense,2054.821867321867,Transportation
2017-05-01,Apparel,Expense,81987.3925061425,Lifestyle & Entertainment
2017-05-01,Apparel,Expense,123083.82985257983,Lifestyle & Entertainment
2017-05-01,Other,Expense,20548.21867321867,Others
2017-05-01,Food,Expense,9657.662776412775,Food & Beverage
2017-04-30,Food,Expense,2054.821867321867,Food & Beverage
2017-04-30,Salary,Income,11703648.909705158,Income & Rewards
2017-04-30,Transportation,Expense,6164.465601965601,Transportation
2017-04-30,Food,Expense,5137.054668304668,Food & Beverage
2017-04-30,Food,Expense,45411.56326781326,Food & Beverage
2017-04-30,Food,Expense,22603.040540540536,Food & Beverage
2017-04-30,Food,Expense,3493.197174447174,Food & Beverage
2017-04-30,Food,Expense,13150.85995085995,Food & Beverage
2017-04-28,Food,Expense,6164.465601965601,Food & Beverage
2017-04-28,subscription,Expense,30616.84582309582,Lifestyle & Entertainment
2017-04-27,Food,Expense,13150.85995085995,Food & Beverage
2017-04-26,Gift,Expense,79110.64189189188,Lifestyle & Entertainment
2017-04-25,Food,Expense,4931.572481572481,Food & Beverage
2017-04-25,Transportation,Expense,2054.821867321867,Transportation
2017-04-25,Transportation,Expense,4109.643734643734,Transportation
2017-04-25,Transportation,Expense,6164.465601965601,Transportation
2017-04-25,Food,Expense,13150.85995085995,Food & Beverage
2017-04-24,Other,Expense,34931.97174447174,Others
2017-04-23,Food,Expense,3082.2328009828007,Food & Beverage
2017-04-23,Food,Expense,8219.287469287468,Food & Beverage
2017-04-22,Food,Expense,4109.643734643734,Food & Beverage
2017-04-22,Transportation,Expense,6164.465601965601,Transportation
2017-04-22,Food,Expense,42123.848280098275,Food & Beverage
2017-04-21,Health,Expense,8219.287469287468,Health & Personal Care
2017-04-21,subscription,Expense,53630.85073710073,Lifestyle & Entertainment
2017-04-20,Household,Expense,127744.16584766582,Housing & Utilities
2017-04-20,Food,Expense,13150.85995085995,Food & Beverage
2017-04-18,Food,Expense,4109.643734643734,Food & Beverage
2017-04-18,Food,Expense,13150.85995085995,Food & Beverage
2017-04-17,Food,Expense,221098.8329238329,Food & Beverage
2017-04-17,Family,Expense,307606.8335380835,Others
2017-04-16,subscription,Expense,39452.579852579845,Lifestyle & Entertainment
2017-04-14,Family,Expense,1027410.9336609335,Others
2017-04-12,Food,Expense,25685.273341523338,Food & Beverage
2017-04-10,Food,Expense,4109.643734643734,Food & Beverage
2017-04-06,Transportation,Expense,43890.99508599508,Transportation
2017-04-04,Food,Expense,9246.698402948401,Food & Beverage
2017-04-03,Food,Expense,12328.931203931203,Food & Beverage
2017-04-03,subscription,Expense,554822.4523955773,Lifestyle & Entertainment
2017-04-01,Food,Expense,8219.287469287468,Food & Beverage
2017-04-01,Food,Expense,2054.821867321867,Food & Beverage
2017-04-01,Food,Expense,10685.073710073708,Food & Beverage
2017-03-31,Salary,Income,11527961.640049139,Income & Rewards
2017-03-31,Transportation,Expense,12328.931203931203,Transportation
2017-03-31,Transportation,Expense,6164.465601965601,Transportation
2017-03-31,Food,Expense,101713.68243243241,Food & Beverage
2017-03-31,Transportation,Expense,3082.2328009828007,Transportation
2017-03-31,Household,Expense,513705.46683046676,Housing & Utilities
2017-03-30,Interest,Income,104384.95085995084,Income & Rewards
2017-03-30,Household,Expense,50343.13574938574,Housing & Utilities
2017-03-28,Food,Expense,2465.7862407862403,Food & Beverage
2017-03-27,Household,Expense,53425.36855036854,Housing & Utilities
2017-03-27,Food,Expense,12328.931203931203,Food & Beverage
2017-03-26,Household,Expense,161508.99877149874,Housing & Utilities
2017-03-26,Food,Expense,12328.931203931203,Food & Beverage
2017-03-25,Food,Expense,4109.643734643734,Food & Beverage
2017-03-25,Gpay Reward,Income,1232.8931203931202,Income & Rewards
2017-03-25,Health,Expense,5958.983415233414,Health & Personal Care
2017-03-25,Health,Expense,22603.040540540536,Health & Personal Care
2017-03-25,Transportation,Expense,184933.96805896802,Transportation
2017-03-25,Health,Expense,30822.328009828005,Health & Personal Care
2017-03-25,Food,Expense,12328.931203931203,Food & Beverage
2017-03-23,Family,Expense,616446.5601965601,Others
2017-03-23,Food,Expense,12328.931203931203,Food & Beverage
2017-03-23,Other,Expense,308017.7979115479,Others
2017-03-22,Transportation,Expense,4109.643734643734,Transportation
2017-03-22,Transportation,Expense,10274.109336609336,Transportation
2017-03-22,Household,Expense,102741.09336609335,Housing & Utilities
2017-03-22,Transportation,Expense,6780.912162162162,Transportation
2017-03-22,Transportation,Expense,3698.6793611793605,Transportation
2017-03-22,Transportation,Expense,6164.465601965601,Transportation
2017-03-22,Transportation,Expense,123289.31203931202,Transportation
2017-03-20,Household,Expense,92466.98402948401,Housing & Utilities
2017-03-19,subscription,Expense,60822.727272727265,Lifestyle & Entertainment
2017-03-18,Food,Expense,11712.484643734642,Food & Beverage
2017-03-18,Food,Expense,32877.149877149874,Food & Beverage
2017-03-18,Food,Expense,63699.47788697788,Food & Beverage
2017-03-16,Other,Income,14383.75307125307,Others
2017-03-16,subscription,Expense,579459.7665847666,Lifestyle & Entertainment
2017-03-15,Household,Expense,10274.109336609336,Housing & Utilities
2017-03-15,Household,Expense,22808.522727272724,Housing & Utilities
2017-03-15,Food,Expense,8219.287469287468,Food & Beverage
2017-03-14,Household,Expense,61644.65601965601,Housing & Utilities
2017-03-13,Food,Expense,20548.21867321867,Food & Beverage
2017-03-13,Household,Expense,82192.87469287468,Housing & Utilities
2017-03-13,Beauty,Expense,20548.21867321867,Health & Personal Care
2017-03-13,Household,Expense,328771.49877149874,Housing & Utilities
2017-03-12,Transportation,Expense,6164.465601965601,Transportation
2017-03-12,Food,Expense,8219.287469287468,Food & Beverage
2017-03-12,Food,Expense,26712.68427518427,Food & Beverage
2017-03-12,Culture,Expense,90412.16216216215,Lifestyle & Entertainment
2017-03-12,Transportation,Expense,8219.287469287468,Transportation
2017-03-11,Transportation,Expense,6164.465601965601,Transportation
2017-03-11,Transportation,Expense,4109.643734643734,Transportation
2017-03-11,Food,Expense,12328.931203931203,Food & Beverage
2017-03-11,Food,Expense,41096.43734643734,Food & Beverage
2017-03-10,Transportation,Expense,328767.3891277641,Transportation
2017-03-10,subscription,Expense,60822.727272727265,Lifestyle & Entertainment
2017-03-10,Food,Expense,12739.895577395575,Food & Beverage
2017-03-10,Food,Expense,14794.717444717442,Food & Beverage
2017-03-09,Food,Expense,20548.21867321867,Food & Beverage
2017-03-08,Food,Expense,30822.328009828005,Food & Beverage
2017-03-07,Food,Expense,39041.61547911548,Food & Beverage
2017-03-07,Food,Expense,21575.629606879604,Food & Beverage
2017-03-07,Food,Expense,4109.643734643734,Food & Beverage
2017-03-07,Food,Expense,12739.895577395575,Food & Beverage
2017-03-07,subscription,Expense,554822.4523955773,Lifestyle & Entertainment
2017-03-06,Food,Expense,12739.895577395575,Food & Beverage
2017-03-06,Food,Expense,9246.698402948401,Food & Beverage
2017-03-05,Apparel,Expense,2054.821867321867,Lifestyle & Entertainment
2017-03-05,Household,Expense,28767.50614250614,Housing & Utilities
2017-03-05,Food,Expense,195002.5952088452,Food & Beverage
2017-03-05,Transportation,Expense,6164.465601965601,Transportation
2017-03-05,Food,Expense,6164.465601965601,Food & Beverage
2017-03-05,Transportation,Expense,4109.643734643734,Transportation
2017-03-04,Food,Expense,4109.643734643734,Food & Beverage
2017-03-03,Food,Expense,30411.363636363632,Food & Beverage
2017-03-01,Household,Expense,10274.109336609336,Housing & Utilities
2017-02-28,Transportation,Expense,8219.287469287468,Transportation
2017-02-28,Salary,Income,11511317.582923831,Income & Rewards
